product_id,product_name,category,brand,unit_cost
1,Product_1,Home & Kitchen,Brand_A,509.39
2,Product_2,Electronics,Brand_A,332.22
3,Product_3,Sports,Brand_D,68.58
4,Product_4,Clothing,Brand_A,729.19
5,Product_5,Home & Kitchen,Brand_D,326.77
6,Product_6,Beauty,Brand_E,684.21
7,Product_7,Toys,Brand_D,634.58
8,Product_8,Home & Kitchen,Brand_B,158.47
9,Product_9,Electronics,Brand_C,287.9
10,Product_10,Clothing,Brand_A,93.38
11,Product_11,Books,Brand_C,477.32
12,Product_12,Sports,Brand_C,517.62
13,Product_13,Books,Brand_A,723.64
14,Product_14,Toys,Brand_B,179.49
15,Product_15,Home & Kitchen,Brand_E,211.29
16,Product_16,Clothing,Brand_B,294.06
17,Product_17,Clothing,Brand_C,531.24
18,Product_18,Beauty,Brand_A,685.94
19,Product_19,Books,Brand_B,137.16
20,Product_20,Books,Brand_C,507.93
21,Product_21,Toys,Brand_D,623.65
22,Product_22,Home & Kitchen,Brand_A,166.89
23,Product_23,Beauty,Brand_D,481.53
24,Product_24,Electronics,Brand_C,132.81
25,Product_25,Toys,Brand_C,690.06
26,Product_26,Electronics,Brand_C,449.52
27,Product_27,Beauty,Brand_A,474.28
28,Product_28,Electronics,Brand_D,91.42
29,Product_29,Toys,Brand_B,543.29
30,Product_30,Home & Kitchen,Brand_B,141.24
31,Product_31,Toys,Brand_E,224.0
32,Product_32,Home & Kitchen,Brand_B,153.24
33,Product_33,Sports,Brand_D,615.5
34,Product_34,Home & Kitchen,Brand_D,739.86
35,Product_35,Electronics,Brand_E,779.25
36,Product_36,Beauty,Brand_E,554.03
37,Product_37,Books,Brand_C,111.66
38,Product_38,Electronics,Brand_D,284.37
39,Product_39,Electronics,Brand_C,796.16
40,Product_40,Toys,Brand_C,638.48
41,Product_41,Toys,Brand_B,86.33
42,Product_42,Toys,Brand_C,632.96
43,Product_43,Beauty,Brand_E,116.22
44,Product_44,Clothing,Brand_C,493.01
45,Product_45,Toys,Brand_D,724.86
46,Product_46,Beauty,Brand_D,339.75
47,Product_47,Clothing,Brand_C,516.6
48,Product_48,Beauty,Brand_E,540.9
49,Product_49,Clothing,Brand_C,676.97
50,Product_50,Beauty,Brand_D,670.85
51,Product_51,Toys,Brand_B,144.8
52,Product_52,Beauty,Brand_D,52.51
53,Product_53,Clothing,Brand_D,214.91
54,Product_54,Toys,Brand_B,562.21
55,Product_55,Electronics,Brand_A,361.9
56,Product_56,Home & Kitchen,Brand_D,55.92
57,Product_57,Books,Brand_D,292.23
58,Product_58,Electronics,Brand_B,508.11
59,Product_59,Beauty,Brand_C,58.73
60,Product_60,Sports,Brand_A,331.61
61,Product_61,Beauty,Brand_A,677.6
62,Product_62,Electronics,Brand_D,562.17
63,Product_63,Clothing,Brand_E,183.61
64,Product_64,Home & Kitchen,Brand_B,777.12
65,Product_65,Home & Kitchen,Brand_D,530.84
66,Product_66,Sports,Brand_B,756.64
67,Product_67,Beauty,Brand_A,472.27
68,Product_68,Books,Brand_E,339.07
69,Product_69,Home & Kitchen,Brand_E,761.77
70,Product_70,Toys,Brand_E,182.95
71,Product_71,Clothing,Brand_C,754.16
72,Product_72,Home & Kitchen,Brand_A,263.59
73,Product_73,Toys,Brand_A,336.47
74,Product_74,Clothing,Brand_C,712.81
75,Product_75,Clothing,Brand_B,549.84
76,Product_76,Clothing,Brand_E,179.55
77,Product_77,Clothing,Brand_C,794.75
78,Product_78,Clothing,Brand_B,640.16
79,Product_79,Clothing,Brand_E,331.02
80,Product_80,Clothing,Brand_C,63.21
81,Product_81,Clothing,Brand_C,112.7
82,Product_82,Books,Brand_A,69.94
83,Product_83,Beauty,Brand_D,703.5
84,Product_84,Clothing,Brand_E,712.38
85,Product_85,Toys,Brand_B,675.47
86,Product_86,Sports,Brand_B,678.41
87,Product_87,Beauty,Brand_A,31.65
88,Product_88,Clothing,Brand_A,344.74
89,Product_89,Electronics,Brand_C,710.58
90,Product_90,Toys,Brand_E,382.85
91,Product_91,Home & Kitchen,Brand_C,485.19
92,Product_92,Home & Kitchen,Brand_D,639.88
93,Product_93,Beauty,Brand_E,351.95
94,Product_94,Toys,Brand_D,98.78
95,Product_95,Toys,Brand_E,218.68
96,Product_96,Electronics,Brand_B,357.6
97,Product_97,Home & Kitchen,Brand_C,200.52
98,Product_98,Beauty,Brand_D,470.17
99,Product_99,Electronics,Brand_B,297.8
100,Product_100,Clothing,Brand_B,40.19
101,Product_101,Clothing,Brand_D,602.89
102,Product_102,Toys,Brand_E,362.07
103,Product_103,Clothing,Brand_B,295.7
104,Product_104,Toys,Brand_C,161.72
105,Product_105,Sports,Brand_B,678.51
106,Product_106,Clothing,Brand_C,40.44
107,Product_107,Toys,Brand_D,285.54
108,Product_108,Home & Kitchen,Brand_D,391.92
109,Product_109,Beauty,Brand_E,275.44
110,Product_110,Sports,Brand_E,759.58
111,Product_111,Electronics,Brand_E,515.04
112,Product_112,Home & Kitchen,Brand_A,642.57
113,Product_113,Books,Brand_C,514.13
114,Product_114,Sports,Brand_D,44.11
115,Product_115,Sports,Brand_D,175.74
116,Product_116,Beauty,Brand_D,600.84
117,Product_117,Beauty,Brand_C,501.67
118,Product_118,Sports,Brand_D,615.22
119,Product_119,Books,Brand_D,140.95
120,Product_120,Home & Kitchen,Brand_B,177.6
121,Product_121,Books,Brand_E,188.26
122,Product_122,Beauty,Brand_C,475.73
123,Product_123,Beauty,Brand_E,355.38
124,Product_124,Home & Kitchen,Brand_B,530.02
125,Product_125,Books,Brand_D,100.52
126,Product_126,Sports,Brand_B,564.78
127,Product_127,Sports,Brand_B,224.39
128,Product_128,Books,Brand_E,185.58
129,Product_129,Clothing,Brand_A,431.79
130,Product_130,Beauty,Brand_B,780.16
131,Product_131,Books,Brand_A,276.54
132,Product_132,Home & Kitchen,Brand_A,149.47
133,Product_133,Beauty,Brand_E,593.01
134,Product_134,Toys,Brand_D,29.73
135,Product_135,Toys,Brand_D,646.72
136,Product_136,Books,Brand_E,570.33
137,Product_137,Electronics,Brand_A,257.83
138,Product_138,Sports,Brand_B,344.87
139,Product_139,Toys,Brand_C,51.19
140,Product_140,Clothing,Brand_A,717.46
141,Product_141,Books,Brand_C,501.43
142,Product_142,Electronics,Brand_C,238.47
143,Product_143,Electronics,Brand_C,622.95
144,Product_144,Toys,Brand_D,208.45
145,Product_145,Home & Kitchen,Brand_A,403.96
146,Product_146,Clothing,Brand_D,634.87
147,Product_147,Electronics,Brand_A,429.85
148,Product_148,Sports,Brand_C,714.65
149,Product_149,Beauty,Brand_E,456.05
150,Product_150,Sports,Brand_D,606.26
151,Product_151,Home & Kitchen,Brand_A,562.44
152,Product_152,Beauty,Brand_A,708.94
153,Product_153,Clothing,Brand_A,163.91
154,Product_154,Books,Brand_B,78.84
155,Product_155,Home & Kitchen,Brand_E,703.63
156,Product_156,Books,Brand_C,559.19
157,Product_157,Sports,Brand_A,789.34
158,Product_158,Sports,Brand_A,595.72
159,Product_159,Books,Brand_B,182.14
160,Product_160,Electronics,Brand_B,738.77
161,Product_161,Toys,Brand_C,758.18
162,Product_162,Clothing,Brand_D,746.9
163,Product_163,Home & Kitchen,Brand_E,14.98
164,Product_164,Toys,Brand_B,504.47
165,Product_165,Beauty,Brand_A,758.39
166,Product_166,Toys,Brand_C,541.02
167,Product_167,Clothing,Brand_C,345.08
168,Product_168,Home & Kitchen,Brand_D,722.0
169,Product_169,Home & Kitchen,Brand_E,270.86
170,Product_170,Toys,Brand_E,455.4
171,Product_171,Books,Brand_D,204.64
172,Product_172,Clothing,Brand_C,128.1
173,Product_173,Clothing,Brand_B,118.77
174,Product_174,Books,Brand_D,504.78
175,Product_175,Books,Brand_E,138.06
176,Product_176,Books,Brand_C,744.12
177,Product_177,Sports,Brand_E,516.04
178,Product_178,Clothing,Brand_B,270.68
179,Product_179,Books,Brand_D,390.5
180,Product_180,Sports,Brand_E,348.89
181,Product_181,Clothing,Brand_E,73.75
182,Product_182,Beauty,Brand_C,549.82
183,Product_183,Home & Kitchen,Brand_D,648.14
184,Product_184,Toys,Brand_D,471.63
185,Product_185,Toys,Brand_E,481.24
186,Product_186,Electronics,Brand_C,15.1
187,Product_187,Books,Brand_D,268.93
188,Product_188,Toys,Brand_E,208.87
189,Product_189,Sports,Brand_D,767.97
190,Product_190,Books,Brand_A,109.96
191,Product_191,Sports,Brand_B,165.94
192,Product_192,Home & Kitchen,Brand_E,401.99
193,Product_193,Books,Brand_B,178.65
194,Product_194,Electronics,Brand_C,175.04
195,Product_195,Clothing,Brand_D,690.71
196,Product_196,Beauty,Brand_C,98.9
197,Product_197,Home & Kitchen,Brand_C,501.22
198,Product_198,Home & Kitchen,Brand_E,746.97
199,Product_199,Books,Brand_D,30.75
200,Product_200,Home & Kitchen,Brand_C,203.87
201,Product_201,Electronics,Brand_B,460.53
202,Product_202,Electronics,Brand_D,97.65
203,Product_203,Clothing,Brand_B,477.17
204,Product_204,Books,Brand_E,348.89
205,Product_205,Beauty,Brand_D,260.23
206,Product_206,Electronics,Brand_A,328.41
207,Product_207,Beauty,Brand_D,706.25
208,Product_208,Clothing,Brand_A,505.86
209,Product_209,Beauty,Brand_E,517.93
210,Product_210,Beauty,Brand_A,242.13
211,Product_211,Toys,Brand_D,420.01
212,Product_212,Sports,Brand_A,215.17
213,Product_213,Electronics,Brand_E,14.15
214,Product_214,Toys,Brand_D,260.03
215,Product_215,Electronics,Brand_D,673.82
216,Product_216,Clothing,Brand_D,677.79
217,Product_217,Books,Brand_C,427.68
218,Product_218,Electronics,Brand_E,354.53
219,Product_219,Sports,Brand_A,485.37
220,Product_220,Clothing,Brand_C,309.92
221,Product_221,Beauty,Brand_D,84.11
222,Product_222,Home & Kitchen,Brand_E,677.04
223,Product_223,Sports,Brand_D,682.57
224,Product_224,Beauty,Brand_E,274.94
225,Product_225,Beauty,Brand_A,593.39
226,Product_226,Clothing,Brand_B,576.35
227,Product_227,Sports,Brand_E,38.53
228,Product_228,Beauty,Brand_B,560.75
229,Product_229,Books,Brand_E,355.02
230,Product_230,Electronics,Brand_C,461.97
231,Product_231,Clothing,Brand_E,685.56
232,Product_232,Electronics,Brand_B,546.94
233,Product_233,Sports,Brand_E,202.93
234,Product_234,Sports,Brand_B,378.71
235,Product_235,Home & Kitchen,Brand_D,346.96
236,Product_236,Beauty,Brand_B,738.13
237,Product_237,Beauty,Brand_E,607.22
238,Product_238,Books,Brand_A,42.23
239,Product_239,Beauty,Brand_D,781.0
240,Product_240,Sports,Brand_B,21.85
241,Product_241,Clothing,Brand_B,698.3
242,Product_242,Home & Kitchen,Brand_B,288.38
243,Product_243,Electronics,Brand_B,66.58
244,Product_244,Sports,Brand_B,58.06
245,Product_245,Sports,Brand_E,647.72
246,Product_246,Clothing,Brand_B,279.16
247,Product_247,Home & Kitchen,Brand_A,188.5
248,Product_248,Toys,Brand_C,607.03
249,Product_249,Books,Brand_E,69.6
250,Product_250,Clothing,Brand_A,232.93
251,Product_251,Sports,Brand_A,195.92
252,Product_252,Electronics,Brand_E,248.79
253,Product_253,Sports,Brand_E,183.86
254,Product_254,Books,Brand_A,159.89
255,Product_255,Clothing,Brand_C,259.54
256,Product_256,Toys,Brand_D,370.3
257,Product_257,Home & Kitchen,Brand_B,282.8
258,Product_258,Clothing,Brand_C,726.94
259,Product_259,Books,Brand_C,794.62
260,Product_260,Beauty,Brand_C,68.62
261,Product_261,Books,Brand_E,339.45
262,Product_262,Home & Kitchen,Brand_B,104.21
263,Product_263,Sports,Brand_D,658.78
264,Product_264,Beauty,Brand_E,571.14
265,Product_265,Beauty,Brand_E,522.11
266,Product_266,Sports,Brand_A,219.25
267,Product_267,Home & Kitchen,Brand_C,336.69
268,Product_268,Home & Kitchen,Brand_E,699.62
269,Product_269,Clothing,Brand_C,379.51
270,Product_270,Clothing,Brand_E,290.92
271,Product_271,Home & Kitchen,Brand_C,588.34
272,Product_272,Electronics,Brand_C,104.45
273,Product_273,Beauty,Brand_A,694.39
274,Product_274,Home & Kitchen,Brand_A,387.51
275,Product_275,Home & Kitchen,Brand_D,243.35
276,Product_276,Sports,Brand_C,467.06
277,Product_277,Beauty,Brand_A,679.24
278,Product_278,Books,Brand_E,107.74
279,Product_279,Sports,Brand_B,174.13
280,Product_280,Toys,Brand_A,221.28
281,Product_281,Clothing,Brand_D,531.14
282,Product_282,Home & Kitchen,Brand_D,510.69
283,Product_283,Beauty,Brand_E,103.9
284,Product_284,Electronics,Brand_D,131.26
285,Product_285,Clothing,Brand_D,771.62
286,Product_286,Sports,Brand_C,515.23
287,Product_287,Electronics,Brand_B,284.33
288,Product_288,Clothing,Brand_A,656.45
289,Product_289,Clothing,Brand_E,128.84
290,Product_290,Home & Kitchen,Brand_C,661.65
291,Product_291,Clothing,Brand_C,242.76
292,Product_292,Home & Kitchen,Brand_E,604.77
293,Product_293,Books,Brand_E,405.91
294,Product_294,Toys,Brand_B,19.55
295,Product_295,Sports,Brand_B,787.37
296,Product_296,Sports,Brand_A,615.01
297,Product_297,Clothing,Brand_B,451.79
298,Product_298,Toys,Brand_B,407.22
299,Product_299,Books,Brand_D,399.82
300,Product_300,Clothing,Brand_C,472.02
301,Product_301,Home & Kitchen,Brand_E,230.39
302,Product_302,Clothing,Brand_C,587.45
303,Product_303,Home & Kitchen,Brand_C,572.44
304,Product_304,Electronics,Brand_D,7.98
305,Product_305,Toys,Brand_D,652.29
306,Product_306,Sports,Brand_B,738.44
307,Product_307,Beauty,Brand_E,714.07
308,Product_308,Electronics,Brand_B,249.78
309,Product_309,Beauty,Brand_E,189.27
310,Product_310,Sports,Brand_B,710.83
311,Product_311,Beauty,Brand_C,251.37
312,Product_312,Clothing,Brand_D,11.51
313,Product_313,Books,Brand_D,553.78
314,Product_314,Electronics,Brand_A,310.49
315,Product_315,Toys,Brand_C,677.22
316,Product_316,Home & Kitchen,Brand_C,311.38
317,Product_317,Clothing,Brand_C,756.49
318,Product_318,Electronics,Brand_C,630.26
319,Product_319,Electronics,Brand_D,293.61
320,Product_320,Home & Kitchen,Brand_D,531.34
321,Product_321,Sports,Brand_D,790.24
322,Product_322,Electronics,Brand_C,669.1
323,Product_323,Clothing,Brand_E,745.66
324,Product_324,Sports,Brand_E,606.59
325,Product_325,Books,Brand_B,118.2
326,Product_326,Beauty,Brand_B,550.24
327,Product_327,Sports,Brand_C,514.25
328,Product_328,Home & Kitchen,Brand_B,511.46
329,Product_329,Clothing,Brand_E,212.89
330,Product_330,Clothing,Brand_A,238.81
331,Product_331,Electronics,Brand_E,70.88
332,Product_332,Books,Brand_B,496.7
333,Product_333,Toys,Brand_D,342.5
334,Product_334,Home & Kitchen,Brand_B,140.14
335,Product_335,Sports,Brand_C,221.07
336,Product_336,Beauty,Brand_B,689.57
337,Product_337,Beauty,Brand_A,41.09
338,Product_338,Clothing,Brand_B,190.21
339,Product_339,Electronics,Brand_A,228.21
340,Product_340,Toys,Brand_C,747.3
341,Product_341,Toys,Brand_A,728.21
342,Product_342,Sports,Brand_C,654.24
343,Product_343,Beauty,Brand_E,691.52
344,Product_344,Clothing,Brand_D,56.93
345,Product_345,Sports,Brand_D,594.42
346,Product_346,Clothing,Brand_E,265.53
347,Product_347,Clothing,Brand_E,759.49
348,Product_348,Toys,Brand_A,798.12
349,Product_349,Home & Kitchen,Brand_B,372.98
350,Product_350,Sports,Brand_D,367.01
351,Product_351,Sports,Brand_C,266.46
352,Product_352,Books,Brand_B,527.42
353,Product_353,Sports,Brand_B,344.88
354,Product_354,Home & Kitchen,Brand_A,113.91
355,Product_355,Electronics,Brand_D,250.02
356,Product_356,Sports,Brand_A,177.63
357,Product_357,Electronics,Brand_E,204.01
358,Product_358,Beauty,Brand_E,578.71
359,Product_359,Books,Brand_D,465.22
360,Product_360,Beauty,Brand_D,716.44
361,Product_361,Beauty,Brand_E,350.47
362,Product_362,Toys,Brand_A,187.82
363,Product_363,Clothing,Brand_A,272.08
364,Product_364,Books,Brand_B,315.8
365,Product_365,Toys,Brand_E,575.88
366,Product_366,Books,Brand_E,163.51
367,Product_367,Beauty,Brand_A,104.23
368,Product_368,Sports,Brand_E,698.57
369,Product_369,Clothing,Brand_B,318.58
370,Product_370,Beauty,Brand_B,774.7
371,Product_371,Electronics,Brand_A,324.59
372,Product_372,Books,Brand_A,488.04
373,Product_373,Books,Brand_C,696.57
374,Product_374,Home & Kitchen,Brand_E,370.26
375,Product_375,Home & Kitchen,Brand_D,638.59
376,Product_376,Sports,Brand_B,428.27
377,Product_377,Beauty,Brand_C,134.2
378,Product_378,Sports,Brand_A,605.14
379,Product_379,Sports,Brand_A,494.99
380,Product_380,Sports,Brand_E,673.16
381,Product_381,Clothing,Brand_E,773.29
382,Product_382,Beauty,Brand_E,404.74
383,Product_383,Toys,Brand_E,352.2
384,Product_384,Books,Brand_A,60.54
385,Product_385,Home & Kitchen,Brand_D,244.16
386,Product_386,Books,Brand_A,91.69
387,Product_387,Home & Kitchen,Brand_D,150.33
388,Product_388,Beauty,Brand_D,107.92
389,Product_389,Books,Brand_D,361.23
390,Product_390,Books,Brand_C,47.64
391,Product_391,Books,Brand_A,459.64
392,Product_392,Home & Kitchen,Brand_A,394.72
393,Product_393,Clothing,Brand_E,279.78
394,Product_394,Sports,Brand_C,77.58
395,Product_395,Sports,Brand_D,211.81
396,Product_396,Home & Kitchen,Brand_A,116.51
397,Product_397,Clothing,Brand_E,346.9
398,Product_398,Home & Kitchen,Brand_C,281.29
399,Product_399,Books,Brand_B,498.39
400,Product_400,Toys,Brand_A,312.49
401,Product_401,Books,Brand_B,142.41
402,Product_402,Electronics,Brand_C,344.89
403,Product_403,Books,Brand_B,400.13
404,Product_404,Clothing,Brand_C,518.2
405,Product_405,Clothing,Brand_B,408.17
406,Product_406,Toys,Brand_C,90.23
407,Product_407,Electronics,Brand_E,350.37
408,Product_408,Books,Brand_B,397.21
409,Product_409,Home & Kitchen,Brand_D,447.57
410,Product_410,Electronics,Brand_D,592.68
411,Product_411,Electronics,Brand_B,265.29
412,Product_412,Sports,Brand_C,512.42
413,Product_413,Electronics,Brand_C,171.37
414,Product_414,Books,Brand_D,585.48
415,Product_415,Sports,Brand_A,178.0
416,Product_416,Books,Brand_C,348.23
417,Product_417,Home & Kitchen,Brand_C,286.1
418,Product_418,Electronics,Brand_E,212.87
419,Product_419,Books,Brand_C,789.41
420,Product_420,Home & Kitchen,Brand_C,591.42
421,Product_421,Clothing,Brand_E,510.88
422,Product_422,Electronics,Brand_B,658.67
423,Product_423,Clothing,Brand_B,523.03
424,Product_424,Books,Brand_B,474.64
425,Product_425,Books,Brand_C,168.9
426,Product_426,Home & Kitchen,Brand_E,546.36
427,Product_427,Home & Kitchen,Brand_A,656.46
428,Product_428,Home & Kitchen,Brand_A,74.17
429,Product_429,Electronics,Brand_D,432.4
430,Product_430,Home & Kitchen,Brand_D,375.68
431,Product_431,Beauty,Brand_B,543.19
432,Product_432,Toys,Brand_D,517.97
433,Product_433,Sports,Brand_B,8.7
434,Product_434,Beauty,Brand_E,769.92
435,Product_435,Sports,Brand_E,154.95
436,Product_436,Electronics,Brand_C,170.4
437,Product_437,Beauty,Brand_A,194.94
438,Product_438,Toys,Brand_A,38.27
439,Product_439,Electronics,Brand_E,510.56
440,Product_440,Beauty,Brand_B,229.73
441,Product_441,Electronics,Brand_E,539.16
442,Product_442,Sports,Brand_A,438.53
443,Product_443,Clothing,Brand_E,437.55
444,Product_444,Toys,Brand_C,256.9
445,Product_445,Books,Brand_C,583.06
446,Product_446,Beauty,Brand_C,733.11
447,Product_447,Books,Brand_A,528.62
448,Product_448,Home & Kitchen,Brand_D,261.81
449,Product_449,Books,Brand_C,462.41
450,Product_450,Home & Kitchen,Brand_E,55.17
451,Product_451,Beauty,Brand_E,161.06
452,Product_452,Electronics,Brand_B,136.95
453,Product_453,Electronics,Brand_E,296.45
454,Product_454,Clothing,Brand_A,504.35
455,Product_455,Electronics,Brand_C,680.99
456,Product_456,Sports,Brand_C,287.43
457,Product_457,Electronics,Brand_B,427.83
458,Product_458,Clothing,Brand_B,784.7
459,Product_459,Beauty,Brand_D,79.74
460,Product_460,Toys,Brand_A,165.43
461,Product_461,Electronics,Brand_B,726.23
462,Product_462,Home & Kitchen,Brand_E,504.05
463,Product_463,Beauty,Brand_C,80.97
464,Product_464,Sports,Brand_D,417.14
465,Product_465,Sports,Brand_D,773.86
466,Product_466,Electronics,Brand_B,760.88
467,Product_467,Clothing,Brand_D,262.17
468,Product_468,Beauty,Brand_C,762.21
469,Product_469,Books,Brand_C,375.15
470,Product_470,Clothing,Brand_D,764.79
471,Product_471,Clothing,Brand_D,752.52
